,orig.ident,nCount_RNA,nFeature_RNA,RNA_snn_res.0.8,seurat_clusters,pANN_0.25_0.09_205,DF.classifications_0.25_0.09_205,DF.classifications_0.25_0.09_179,pANN_0.25_0.09_149,DF.classifications_0.25_0.09_149,DF.classifications_0.25_0.09_130
Cell_965,Cell,389,285,4,4,0.0182926829268293,Singlet,Singlet,0.0182926829268293,Singlet,Singlet
Cell_966,Cell,2774,1127,3,3,0.271341463414634,Singlet,Singlet,0.271341463414634,Singlet,Singlet
Cell_967,Cell,1689,839,9,9,0.304878048780488,Singlet,Singlet,0.304878048780488,Singlet,Singlet
Cell_968,Cell,4054,1313,5,5,0.259146341463415,Singlet,Singlet,0.259146341463415,Singlet,Singlet
Cell_969,Cell,1797,841,0,0,0.146341463414634,Singlet,Singlet,0.146341463414634,Singlet,Singlet
Cell_970,Cell,4247,1334,5,5,0.268292682926829,Singlet,Singlet,0.268292682926829,Singlet,Singlet
Cell_971,Cell,2853,1149,5,5,0.246951219512195,Singlet,Singlet,0.246951219512195,Singlet,Singlet
Cell_972,Cell,585,392,4,4,0.0396341463414634,Singlet,Singlet,0.0396341463414634,Singlet,Singlet
Cell_973,Cell,3137,1196,5,5,0.25,Singlet,Singlet,0.25,Singlet,Singlet
Cell_974,Cell,388,295,4,4,0.0274390243902439,Singlet,Singlet,0.0274390243902439,Singlet,Singlet
Cell_975,Cell,1604,786,3,3,0.0914634146341463,Singlet,Singlet,0.0914634146341463,Singlet,Singlet
Cell_976,Cell,6859,1660,5,5,0.332317073170732,Singlet,Singlet,0.332317073170732,Singlet,Singlet
Cell_977,Cell,2589,1058,1,1,0.146341463414634,Singlet,Singlet,0.146341463414634,Singlet,Singlet
Cell_978,Cell,2599,1092,0,0,0.371951219512195,Doublet,Doublet,0.371951219512195,Doublet,Doublet
Cell_979,Cell,4171,1393,5,5,0.332317073170732,Singlet,Singlet,0.332317073170732,Singlet,Singlet
Cell_980,Cell,2108,899,2,2,0.158536585365854,Singlet,Singlet,0.158536585365854,Singlet,Singlet
Cell_981,Cell,2787,1066,0,0,0.326219512195122,Singlet,Singlet,0.326219512195122,Singlet,Singlet
Cell_982,Cell,3944,1239,1,1,0.198170731707317,Singlet,Singlet,0.198170731707317,Singlet,Singlet
Cell_983,Cell,1973,872,0,0,0.11280487804878,Singlet,Singlet,0.11280487804878,Singlet,Singlet
Cell_984,Cell,2914,1095,1,1,0.115853658536585,Singlet,Singlet,0.115853658536585,Singlet,Singlet
Cell_985,Cell,4372,1355,5,5,0.280487804878049,Singlet,Singlet,0.280487804878049,Singlet,Singlet
Cell_986,Cell,1878,855,2,2,0.140243902439024,Singlet,Singlet,0.140243902439024,Singlet,Singlet
Cell_987,Cell,3281,1245,0,0,0.405487804878049,Doublet,Doublet,0.405487804878049,Doublet,Doublet
Cell_988,Cell,2295,997,0,0,0.274390243902439,Singlet,Singlet,0.274390243902439,Singlet,Singlet
Cell_989,Cell,1776,846,3,3,0.11280487804878,Singlet,Singlet,0.11280487804878,Singlet,Singlet
Cell_990,Cell,1963,834,2,2,0.13719512195122,Singlet,Singlet,0.13719512195122,Singlet,Singlet
Cell_991,Cell,1224,649,0,0,0.0762195121951219,Singlet,Singlet,0.0762195121951219,Singlet,Singlet
Cell_992,Cell,1746,804,2,2,0.109756097560976,Singlet,Singlet,0.109756097560976,Singlet,Singlet
Cell_993,Cell,1936,955,6,6,0.36890243902439,Doublet,Doublet,0.36890243902439,Doublet,Doublet
Cell_994,Cell,527,350,4,4,0.0213414634146341,Singlet,Singlet,0.0213414634146341,Singlet,Singlet
Cell_995,Cell,577,399,4,4,0.0335365853658537,Singlet,Singlet,0.0335365853658537,Singlet,Singlet
Cell_996,Cell,1685,766,0,0,0.125,Singlet,Singlet,0.125,Singlet,Singlet
Cell_997,Cell,1101,627,7,7,0.0792682926829268,Singlet,Singlet,0.0792682926829268,Singlet,Singlet
Cell_998,Cell,3985,1284,1,1,0.207317073170732,Singlet,Singlet,0.207317073170732,Singlet,Singlet
Cell_999,Cell,564,404,4,4,0.0426829268292683,Singlet,Singlet,0.0426829268292683,Singlet,Singlet
Cell_1000,Cell,3805,1263,1,1,0.219512195121951,Singlet,Singlet,0.219512195121951,Singlet,Singlet
Cell_1001,Cell,2531,1030,7,7,0.320121951219512,Singlet,Singlet,0.320121951219512,Singlet,Singlet
Cell_1002,Cell,1190,644,0,0,0.0762195121951219,Singlet,Singlet,0.0762195121951219,Singlet,Singlet
Cell_1003,Cell,4390,1362,5,5,0.271341463414634,Singlet,Singlet,0.271341463414634,Singlet,Singlet
Cell_1004,Cell,1926,882,1,1,0.125,Singlet,Singlet,0.125,Singlet,Singlet
Cell_1005,Cell,1889,872,1,1,0.11890243902439,Singlet,Singlet,0.11890243902439,Singlet,Singlet
Cell_1006,Cell,1396,717,2,2,0.161585365853659,Singlet,Singlet,0.161585365853659,Singlet,Singlet
Cell_1007,Cell,3289,1137,1,1,0.149390243902439,Singlet,Singlet,0.149390243902439,Singlet,Singlet
Cell_1008,Cell,1204,667,3,3,0.152439024390244,Singlet,Singlet,0.152439024390244,Singlet,Singlet
Cell_1009,Cell,3660,1268,1,1,0.210365853658537,Singlet,Singlet,0.210365853658537,Singlet,Singlet
Cell_1010,Cell,2393,964,2,2,0.192073170731707,Singlet,Singlet,0.192073170731707,Singlet,Singlet
Cell_1011,Cell,2437,990,0,0,0.25609756097561,Singlet,Singlet,0.25609756097561,Singlet,Singlet
Cell_1012,Cell,1017,586,3,3,0.0640243902439024,Singlet,Singlet,0.0640243902439024,Singlet,Singlet
Cell_1013,Cell,746,473,4,4,0.0396341463414634,Singlet,Singlet,0.0396341463414634,Singlet,Singlet
Cell_1014,Cell,1274,579,2,2,0.0548780487804878,Singlet,Singlet,0.0548780487804878,Singlet,Singlet
Cell_1015,Cell,2385,952,0,0,0.140243902439024,Singlet,Singlet,0.140243902439024,Singlet,Singlet
Cell_1016,Cell,2051,880,2,2,0.115853658536585,Singlet,Singlet,0.115853658536585,Singlet,Singlet
Cell_1017,Cell,6620,1751,0,0,0.503048780487805,Doublet,Doublet,0.503048780487805,Doublet,Doublet
Cell_1018,Cell,3679,1212,1,1,0.170731707317073,Singlet,Singlet,0.170731707317073,Singlet,Singlet
Cell_1019,Cell,1246,599,7,7,0.0396341463414634,Singlet,Singlet,0.0396341463414634,Singlet,Singlet
Cell_1020,Cell,990,545,7,7,0.024390243902439,Singlet,Singlet,0.024390243902439,Singlet,Singlet
Cell_1021,Cell,491,359,4,4,0.0121951219512195,Singlet,Singlet,0.0121951219512195,Singlet,Singlet
Cell_1022,Cell,461,324,6,6,0.00304878048780488,Singlet,Singlet,0.00304878048780488,Singlet,Singlet
Cell_1023,Cell,425,313,4,4,0.0182926829268293,Singlet,Singlet,0.0182926829268293,Singlet,Singlet
Cell_1024,Cell,3704,1249,5,5,0.219512195121951,Singlet,Singlet,0.219512195121951,Singlet,Singlet
Cell_1025,Cell,2327,1008,3,3,0.167682926829268,Singlet,Singlet,0.167682926829268,Singlet,Singlet
Cell_1026,Cell,2216,964,1,1,0.0975609756097561,Singlet,Singlet,0.0975609756097561,Singlet,Singlet
Cell_1027,Cell,1812,765,2,2,0.106707317073171,Singlet,Singlet,0.106707317073171,Singlet,Singlet
Cell_1028,Cell,1253,678,3,3,0.0640243902439024,Singlet,Singlet,0.0640243902439024,Singlet,Singlet
Cell_1029,Cell,2205,889,1,1,0.115853658536585,Singlet,Singlet,0.115853658536585,Singlet,Singlet
Cell_1030,Cell,3969,1261,1,1,0.246951219512195,Singlet,Singlet,0.246951219512195,Singlet,Singlet
Cell_1031,Cell,3191,1079,1,1,0.125,Singlet,Singlet,0.125,Singlet,Singlet
Cell_1032,Cell,1848,802,0,0,0.115853658536585,Singlet,Singlet,0.115853658536585,Singlet,Singlet
Cell_1033,Cell,2877,1067,0,0,0.240853658536585,Singlet,Singlet,0.240853658536585,Singlet,Singlet
Cell_1034,Cell,1207,670,6,6,0.213414634146341,Singlet,Singlet,0.213414634146341,Singlet,Singlet
Cell_1035,Cell,2923,1105,1,1,0.11280487804878,Singlet,Singlet,0.11280487804878,Singlet,Singlet
Cell_1036,Cell,579,389,4,4,0.0396341463414634,Singlet,Singlet,0.0396341463414634,Singlet,Singlet
Cell_1037,Cell,452,323,4,4,0.0213414634146341,Singlet,Singlet,0.0213414634146341,Singlet,Singlet
Cell_1038,Cell,2046,826,2,2,0.115853658536585,Singlet,Singlet,0.115853658536585,Singlet,Singlet
Cell_1039,Cell,3043,1094,1,1,0.125,Singlet,Singlet,0.125,Singlet,Singlet
Cell_1040,Cell,2867,1130,7,7,0.332317073170732,Singlet,Singlet,0.332317073170732,Singlet,Singlet
Cell_1041,Cell,3981,1269,1,1,0.207317073170732,Singlet,Singlet,0.207317073170732,Singlet,Singlet
Cell_1042,Cell,2641,1033,3,3,0.109756097560976,Singlet,Singlet,0.109756097560976,Singlet,Singlet
Cell_1043,Cell,2014,838,2,2,0.11890243902439,Singlet,Singlet,0.11890243902439,Singlet,Singlet
Cell_1044,Cell,1148,635,3,3,0.0670731707317073,Singlet,Singlet,0.0670731707317073,Singlet,Singlet
Cell_1045,Cell,1727,754,0,0,0.100609756097561,Singlet,Singlet,0.100609756097561,Singlet,Singlet
Cell_1046,Cell,569,384,4,4,0.0274390243902439,Singlet,Singlet,0.0274390243902439,Singlet,Singlet
Cell_1047,Cell,2508,1033,1,1,0.128048780487805,Singlet,Singlet,0.128048780487805,Singlet,Singlet
Cell_1048,Cell,1097,595,7,7,0.0670731707317073,Singlet,Singlet,0.0670731707317073,Singlet,Singlet
Cell_1049,Cell,3379,1119,1,1,0.158536585365854,Singlet,Singlet,0.158536585365854,Singlet,Singlet
Cell_1050,Cell,927,539,7,7,0.0487804878048781,Singlet,Singlet,0.0487804878048781,Singlet,Singlet
Cell_1051,Cell,2761,1041,1,1,0.0975609756097561,Singlet,Singlet,0.0975609756097561,Singlet,Singlet
Cell_1052,Cell,2114,860,2,2,0.167682926829268,Singlet,Singlet,0.167682926829268,Singlet,Singlet
Cell_1053,Cell,2709,1024,3,3,0.125,Singlet,Singlet,0.125,Singlet,Singlet
Cell_1054,Cell,4336,1314,1,1,0.265243902439024,Singlet,Singlet,0.265243902439024,Singlet,Singlet
Cell_1055,Cell,793,509,6,6,0.0548780487804878,Singlet,Singlet,0.0548780487804878,Singlet,Singlet
Cell_1056,Cell,1212,654,3,3,0.0853658536585366,Singlet,Singlet,0.0853658536585366,Singlet,Singlet
Cell_1057,Cell,549,366,6,6,0.0182926829268293,Singlet,Singlet,0.0182926829268293,Singlet,Singlet
Cell_1058,Cell,4199,1393,5,5,0.320121951219512,Singlet,Singlet,0.320121951219512,Singlet,Singlet
Cell_1059,Cell,2392,1080,3,3,0.25,Singlet,Singlet,0.25,Singlet,Singlet
Cell_1060,Cell,1032,611,4,4,0.103658536585366,Singlet,Singlet,0.103658536585366,Singlet,Singlet
Cell_1061,Cell,1362,739,3,3,0.103658536585366,Singlet,Singlet,0.103658536585366,Singlet,Singlet
Cell_1062,Cell,3157,1260,0,0,0.338414634146341,Singlet,Singlet,0.338414634146341,Singlet,Singlet
Cell_1063,Cell,3646,1355,5,5,0.307926829268293,Singlet,Singlet,0.307926829268293,Singlet,Singlet
Cell_1064,Cell,555,387,3,3,0.0640243902439024,Singlet,Singlet,0.0640243902439024,Singlet,Singlet
Cell_1065,Cell,1886,946,6,6,0.329268292682927,Singlet,Singlet,0.329268292682927,Singlet,Singlet
Cell_1066,Cell,3311,1275,5,5,0.338414634146341,Singlet,Singlet,0.338414634146341,Singlet,Singlet
Cell_1067,Cell,1268,709,3,3,0.134146341463415,Singlet,Singlet,0.134146341463415,Singlet,Singlet
Cell_1068,Cell,3667,1329,5,5,0.271341463414634,Singlet,Singlet,0.271341463414634,Singlet,Singlet
Cell_1069,Cell,6276,1646,5,5,0.350609756097561,Doublet,Singlet,0.350609756097561,Singlet,Singlet
Cell_1070,Cell,3050,1184,2,2,0.304878048780488,Singlet,Singlet,0.304878048780488,Singlet,Singlet
Cell_1071,Cell,531,373,4,4,0.0335365853658537,Singlet,Singlet,0.0335365853658537,Singlet,Singlet
Cell_1072,Cell,3347,1276,5,5,0.310975609756098,Singlet,Singlet,0.310975609756098,Singlet,Singlet
Cell_1073,Cell,3476,1243,2,2,0.359756097560976,Doublet,Doublet,0.359756097560976,Singlet,Singlet
Cell_1074,Cell,1038,615,7,7,0.125,Singlet,Singlet,0.125,Singlet,Singlet
Cell_1075,Cell,1917,955,7,7,0.326219512195122,Singlet,Singlet,0.326219512195122,Singlet,Singlet
Cell_1076,Cell,4217,1412,5,5,0.310975609756098,Singlet,Singlet,0.310975609756098,Singlet,Singlet
Cell_1077,Cell,5022,1479,5,5,0.332317073170732,Singlet,Singlet,0.332317073170732,Singlet,Singlet
Cell_1078,Cell,5389,1533,0,0,0.411585365853659,Doublet,Doublet,0.411585365853659,Doublet,Doublet
Cell_1079,Cell,1594,827,6,6,0.277439024390244,Singlet,Singlet,0.277439024390244,Singlet,Singlet
Cell_1080,Cell,1274,712,6,6,0.204268292682927,Singlet,Singlet,0.204268292682927,Singlet,Singlet
Cell_1081,Cell,1861,876,2,2,0.24390243902439,Singlet,Singlet,0.24390243902439,Singlet,Singlet
Cell_1082,Cell,3339,1208,2,2,0.350609756097561,Doublet,Singlet,0.350609756097561,Singlet,Singlet
Cell_1083,Cell,4856,1413,5,5,0.283536585365854,Singlet,Singlet,0.283536585365854,Singlet,Singlet
Cell_1084,Cell,1436,721,0,0,0.0579268292682927,Singlet,Singlet,0.0579268292682927,Singlet,Singlet
Cell_1085,Cell,3005,1169,1,1,0.179878048780488,Singlet,Singlet,0.179878048780488,Singlet,Singlet
Cell_1086,Cell,7473,1693,5,5,0.378048780487805,Doublet,Doublet,0.378048780487805,Doublet,Doublet
Cell_1087,Cell,2773,1118,0,0,0.350609756097561,Doublet,Singlet,0.350609756097561,Singlet,Singlet
Cell_1088,Cell,2273,973,0,0,0.210365853658537,Singlet,Singlet,0.210365853658537,Singlet,Singlet
Cell_1089,Cell,6765,1848,6,6,0.570121951219512,Doublet,Doublet,0.570121951219512,Doublet,Doublet
Cell_1090,Cell,1902,818,2,2,0.173780487804878,Singlet,Singlet,0.173780487804878,Singlet,Singlet
Cell_1091,Cell,494,355,6,6,0.0152439024390244,Singlet,Singlet,0.0152439024390244,Singlet,Singlet
Cell_1092,Cell,4079,1293,1,1,0.222560975609756,Singlet,Singlet,0.222560975609756,Singlet,Singlet
Cell_1093,Cell,3622,1237,1,1,0.213414634146341,Singlet,Singlet,0.213414634146341,Singlet,Singlet
Cell_1094,Cell,5072,1504,5,5,0.332317073170732,Singlet,Singlet,0.332317073170732,Singlet,Singlet
Cell_1095,Cell,673,443,4,4,0.0609756097560976,Singlet,Singlet,0.0609756097560976,Singlet,Singlet
Cell_1096,Cell,3957,1324,2,2,0.350609756097561,Doublet,Singlet,0.350609756097561,Singlet,Singlet
Cell_1097,Cell,2312,1009,0,0,0.23780487804878,Singlet,Singlet,0.23780487804878,Singlet,Singlet
Cell_1098,Cell,3135,1110,3,3,0.140243902439024,Singlet,Singlet,0.140243902439024,Singlet,Singlet
Cell_1099,Cell,1203,632,7,7,0.0548780487804878,Singlet,Singlet,0.0548780487804878,Singlet,Singlet
Cell_1100,Cell,4545,1351,1,1,0.213414634146341,Singlet,Singlet,0.213414634146341,Singlet,Singlet
Cell_1101,Cell,2200,981,0,0,0.234756097560976,Singlet,Singlet,0.234756097560976,Singlet,Singlet
Cell_1102,Cell,5138,1553,0,0,0.414634146341463,Doublet,Doublet,0.414634146341463,Doublet,Doublet
Cell_1103,Cell,4021,1360,0,0,0.353658536585366,Doublet,Doublet,0.353658536585366,Singlet,Singlet
Cell_1104,Cell,1960,929,7,7,0.268292682926829,Singlet,Singlet,0.268292682926829,Singlet,Singlet
Cell_1105,Cell,4827,1466,5,5,0.314024390243902,Singlet,Singlet,0.314024390243902,Singlet,Singlet
Cell_1106,Cell,4076,1317,5,5,0.23780487804878,Singlet,Singlet,0.23780487804878,Singlet,Singlet
Cell_1107,Cell,1278,661,7,7,0.0701219512195122,Singlet,Singlet,0.0701219512195122,Singlet,Singlet
Cell_1108,Cell,728,463,4,4,0.0487804878048781,Singlet,Singlet,0.0487804878048781,Singlet,Singlet
Cell_1109,Cell,364,275,4,4,0.0152439024390244,Singlet,Singlet,0.0152439024390244,Singlet,Singlet
Cell_1110,Cell,460,329,4,4,0.0213414634146341,Singlet,Singlet,0.0213414634146341,Singlet,Singlet
Cell_1111,Cell,2855,1173,0,0,0.38109756097561,Doublet,Doublet,0.38109756097561,Doublet,Doublet
Cell_1112,Cell,3583,1293,5,5,0.280487804878049,Singlet,Singlet,0.280487804878049,Singlet,Singlet
Cell_1113,Cell,1610,815,3,3,0.109756097560976,Singlet,Singlet,0.109756097560976,Singlet,Singlet
Cell_1114,Cell,1965,853,0,0,0.13719512195122,Singlet,Singlet,0.13719512195122,Singlet,Singlet
Cell_1115,Cell,497,328,4,4,0.0274390243902439,Singlet,Singlet,0.0274390243902439,Singlet,Singlet
Cell_1116,Cell,2274,980,1,1,0.11280487804878,Singlet,Singlet,0.11280487804878,Singlet,Singlet
Cell_1117,Cell,1261,726,6,6,0.246951219512195,Singlet,Singlet,0.246951219512195,Singlet,Singlet
Cell_1118,Cell,524,363,4,4,0.0335365853658537,Singlet,Singlet,0.0335365853658537,Singlet,Singlet
Cell_1119,Cell,1766,726,2,2,0.0823170731707317,Singlet,Singlet,0.0823170731707317,Singlet,Singlet
Cell_1120,Cell,1946,910,3,3,0.143292682926829,Singlet,Singlet,0.143292682926829,Singlet,Singlet
Cell_1121,Cell,4350,1303,0,0,0.259146341463415,Singlet,Singlet,0.259146341463415,Singlet,Singlet
Cell_1122,Cell,2514,1061,1,1,0.143292682926829,Singlet,Singlet,0.143292682926829,Singlet,Singlet
Cell_1123,Cell,1520,743,2,2,0.106707317073171,Singlet,Singlet,0.106707317073171,Singlet,Singlet
Cell_1124,Cell,1625,876,6,6,0.271341463414634,Singlet,Singlet,0.271341463414634,Singlet,Singlet
Cell_1125,Cell,874,535,4,4,0.0823170731707317,Singlet,Singlet,0.0823170731707317,Singlet,Singlet
Cell_1126,Cell,661,401,8,8,0.0731707317073171,Singlet,Singlet,0.0731707317073171,Singlet,Singlet
Cell_1127,Cell,3709,1231,2,2,0.341463414634146,Singlet,Singlet,0.341463414634146,Singlet,Singlet
Cell_1128,Cell,436,319,4,4,0.024390243902439,Singlet,Singlet,0.024390243902439,Singlet,Singlet
Cell_1129,Cell,2782,1044,0,0,0.219512195121951,Singlet,Singlet,0.219512195121951,Singlet,Singlet
Cell_1130,Cell,1176,676,6,6,0.198170731707317,Singlet,Singlet,0.198170731707317,Singlet,Singlet
Cell_1131,Cell,2884,1119,0,0,0.298780487804878,Singlet,Singlet,0.298780487804878,Singlet,Singlet
Cell_1132,Cell,8590,1813,5,5,0.36890243902439,Doublet,Doublet,0.36890243902439,Doublet,Doublet
Cell_1133,Cell,4574,1355,0,0,0.420731707317073,Doublet,Doublet,0.420731707317073,Doublet,Doublet
Cell_1134,Cell,6801,1638,5,5,0.338414634146341,Singlet,Singlet,0.338414634146341,Singlet,Singlet
Cell_1135,Cell,2981,1118,1,1,0.161585365853659,Singlet,Singlet,0.161585365853659,Singlet,Singlet
Cell_1136,Cell,701,434,9,9,0.0884146341463415,Singlet,Singlet,0.0884146341463415,Singlet,Singlet
Cell_1137,Cell,3051,1078,2,2,0.207317073170732,Singlet,Singlet,0.207317073170732,Singlet,Singlet
Cell_1138,Cell,9122,1810,5,5,0.378048780487805,Doublet,Doublet,0.378048780487805,Doublet,Doublet
Cell_1139,Cell,1415,658,9,9,0.173780487804878,Singlet,Singlet,0.173780487804878,Singlet,Singlet
Cell_1140,Cell,4099,1376,5,5,0.286585365853659,Singlet,Singlet,0.286585365853659,Singlet,Singlet
Cell_1141,Cell,4076,1363,5,5,0.332317073170732,Singlet,Singlet,0.332317073170732,Singlet,Singlet
Cell_1142,Cell,5319,1504,5,5,0.347560975609756,Doublet,Singlet,0.347560975609756,Singlet,Singlet
Cell_1143,Cell,1187,694,3,3,0.140243902439024,Singlet,Singlet,0.140243902439024,Singlet,Singlet
Cell_1144,Cell,3433,1263,2,2,0.390243902439024,Doublet,Doublet,0.390243902439024,Doublet,Doublet
Cell_1145,Cell,668,428,4,4,0.0304878048780488,Singlet,Singlet,0.0304878048780488,Singlet,Singlet
Cell_1146,Cell,1628,782,0,0,0.0792682926829268,Singlet,Singlet,0.0792682926829268,Singlet,Singlet
Cell_1147,Cell,3925,1358,5,5,0.298780487804878,Singlet,Singlet,0.298780487804878,Singlet,Singlet
Cell_1148,Cell,1391,750,7,7,0.161585365853659,Singlet,Singlet,0.161585365853659,Singlet,Singlet
Cell_1149,Cell,543,376,4,4,0.0365853658536585,Singlet,Singlet,0.0365853658536585,Singlet,Singlet
Cell_1150,Cell,422,295,4,4,0.0182926829268293,Singlet,Singlet,0.0182926829268293,Singlet,Singlet
Cell_1151,Cell,3614,1301,0,0,0.463414634146341,Doublet,Doublet,0.463414634146341,Doublet,Doublet
Cell_1152,Cell,2115,998,0,0,0.338414634146341,Singlet,Singlet,0.338414634146341,Singlet,Singlet
Cell_1153,Cell,3026,1227,5,5,0.304878048780488,Singlet,Singlet,0.304878048780488,Singlet,Singlet
Cell_1154,Cell,585,403,6,6,0.0274390243902439,Singlet,Singlet,0.0274390243902439,Singlet,Singlet
Cell_1155,Cell,2523,1051,0,0,0.231707317073171,Singlet,Singlet,0.231707317073171,Singlet,Singlet
Cell_1156,Cell,4251,1321,1,1,0.228658536585366,Singlet,Singlet,0.228658536585366,Singlet,Singlet
Cell_1157,Cell,3245,1151,1,1,0.158536585365854,Singlet,Singlet,0.158536585365854,Singlet,Singlet
Cell_1158,Cell,6164,1697,5,5,0.36280487804878,Doublet,Doublet,0.36280487804878,Doublet,Singlet
Cell_1159,Cell,2550,1076,0,0,0.317073170731707,Singlet,Singlet,0.317073170731707,Singlet,Singlet
Cell_1160,Cell,3222,1236,3,3,0.298780487804878,Singlet,Singlet,0.298780487804878,Singlet,Singlet
Cell_1161,Cell,2124,916,1,1,0.11280487804878,Singlet,Singlet,0.11280487804878,Singlet,Singlet
Cell_1162,Cell,1896,851,7,7,0.198170731707317,Singlet,Singlet,0.198170731707317,Singlet,Singlet
Cell_1163,Cell,1571,771,0,0,0.0945121951219512,Singlet,Singlet,0.0945121951219512,Singlet,Singlet
Cell_1164,Cell,2033,914,3,3,0.13109756097561,Singlet,Singlet,0.13109756097561,Singlet,Singlet
Cell_1165,Cell,467,332,4,4,0.0335365853658537,Singlet,Singlet,0.0335365853658537,Singlet,Singlet
Cell_1166,Cell,2563,1052,0,0,0.335365853658537,Singlet,Singlet,0.335365853658537,Singlet,Singlet
Cell_1167,Cell,2516,1079,1,1,0.219512195121951,Singlet,Singlet,0.219512195121951,Singlet,Singlet
Cell_1168,Cell,3351,1203,1,1,0.198170731707317,Singlet,Singlet,0.198170731707317,Singlet,Singlet
Cell_1169,Cell,2264,983,0,0,0.225609756097561,Singlet,Singlet,0.225609756097561,Singlet,Singlet
Cell_1170,Cell,3108,1240,5,5,0.219512195121951,Singlet,Singlet,0.219512195121951,Singlet,Singlet
Cell_1171,Cell,2614,1075,1,1,0.176829268292683,Singlet,Singlet,0.176829268292683,Singlet,Singlet
Cell_1172,Cell,429,310,4,4,0.0213414634146341,Singlet,Singlet,0.0213414634146341,Singlet,Singlet
Cell_1173,Cell,4036,1408,0,0,0.371951219512195,Doublet,Doublet,0.371951219512195,Doublet,Doublet
Cell_1174,Cell,3378,1206,0,0,0.384146341463415,Doublet,Doublet,0.384146341463415,Doublet,Doublet
Cell_1175,Cell,3853,1306,1,1,0.259146341463415,Singlet,Singlet,0.259146341463415,Singlet,Singlet
Cell_1176,Cell,2216,914,3,3,0.0945121951219512,Singlet,Singlet,0.0945121951219512,Singlet,Singlet
Cell_1177,Cell,1377,675,6,6,0.149390243902439,Singlet,Singlet,0.149390243902439,Singlet,Singlet
Cell_1178,Cell,1151,613,3,3,0.0670731707317073,Singlet,Singlet,0.0670731707317073,Singlet,Singlet
Cell_1179,Cell,2411,977,2,2,0.234756097560976,Singlet,Singlet,0.234756097560976,Singlet,Singlet
Cell_1180,Cell,5905,1579,5,5,0.341463414634146,Singlet,Singlet,0.341463414634146,Singlet,Singlet
Cell_1181,Cell,1307,707,7,7,0.164634146341463,Singlet,Singlet,0.164634146341463,Singlet,Singlet
Cell_1182,Cell,3047,1153,3,3,0.222560975609756,Singlet,Singlet,0.222560975609756,Singlet,Singlet
Cell_1183,Cell,1748,826,6,6,0.192073170731707,Singlet,Singlet,0.192073170731707,Singlet,Singlet
Cell_1184,Cell,1519,750,3,3,0.106707317073171,Singlet,Singlet,0.106707317073171,Singlet,Singlet
Cell_1185,Cell,5755,1503,5,5,0.231707317073171,Singlet,Singlet,0.231707317073171,Singlet,Singlet
Cell_1186,Cell,364,283,4,4,0.0182926829268293,Singlet,Singlet,0.0182926829268293,Singlet,Singlet
Cell_1187,Cell,880,541,4,4,0.0731707317073171,Singlet,Singlet,0.0731707317073171,Singlet,Singlet
